ANALS_YM,CMPNM_NM,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE,VARTION_RT,RANK_CO,GID_ID
202211,숲속의컨벤션,서귀포시,대천동,서귀포시내,한식,가정식,0.49,0.42,0.01,0.14,0.05,0.29,-0.05,5875,다나06b73b
202211,쉬멍해장국중문점,서귀포시,예래동,서귀포시내,한식,해장국,1.14,1.42,0.18,1.12,0.27,1.53,-0.33,10497,나나98b74a
202211,금메달분식,제주시,이도1동,제주시내,분식,분식,0.19,0.1,0.13,0.46,0.14,0.43,-0.09,7193,다다09b02b
202211,롯데지알에스(주)씨카페 제주롯데시티호텔점,제주시,연동,제주시내,카페,커피,11.39,1.49,0.18,0.43,1.1,0.98,-0.31,10315,다다05b00a
202211,돌담집,제주시,용담2동,제주시내,한식,가정식,0,0,0.01,0.05,0.01,0.04,0.06,1502,다다08a02b
202211,칠삭갈비,제주시,일도2동,제주시내,고기,갈비,2.64,0.71,0.04,0.08,0.25,0.36,-0.07,6653,다다11a01b
202211,해아름한식,제주시,이도2동,제주시내,한식,가정식,0.83,1.04,0.03,0.17,0.09,0.57,-0.19,9161,다다10b01b
202211,정말맛있는식당,제주시,건입동,제주시내,한식,가정식,0.63,1.19,0.01,0.14,0.06,0.61,0.14,683,다다10b02b
202211,카페열리,제주시,오라동,제주시내,카페,커피,0.91,1.45,0.01,0.08,0.08,0.67,-0.67,11634,다다09a00b
202211,육오구식당,제주시,외도동,제주시내,한식,가정식,0.14,0.1,0,0,0.01,0.04,-0.02,4655,다다01a00a
202211,천지연전복해물뚝배기갈치요리전문,서귀포시,천지동,서귀포시내,한식,단품요리 전문,0.17,0.07,0.2,0.63,0.21,0.56,0.03,2535,다나12a72b
202211,죽림횟집,서귀포시,송산동,서귀포시내,일식.회,회,1.4,0.19,0.17,0.19,0.28,0.24,-0.2,9336,다나12b72b
202211,안거리밖거리,서귀포시,송산동,서귀포시내,한식,가정식,1.36,0.61,0.25,1.17,0.35,1.24,-0.3,10282,다나12b72b
202211,제주몽,서귀포시,중문동,서귀포시내,한식,단품요리 전문,0.11,0.26,0.01,0.14,0.02,0.23,0.27,254,나나99b73b
202211,아주반점,제주시,일도1동,제주시내,중식,중식,3.1,3.46,0.04,0.43,0.29,1.79,-0.28,10111,다다09b02b
202211,에바돈가츠제주연동점,제주시,연동,제주시내,고기,돼지고기,0.04,0.07,0,0,0,0.03,-0.01,4014,다다06b00a
202211,수제홍과일모찌,제주시,연동,제주시내,베이커리.디저트,베이커리,1.28,1.13,0.02,0.13,0.12,0.57,-0.23,9641,다나06b99b
202211,탐라국바비큐,제주시,연동,제주시내,한식,가정식,0.52,1.16,0,0.08,0.04,0.55,-0.03,5321,다나05b99a
202211,밥촐림,제주시,이도2동,제주시내,한식,가정식,0.73,0.94,0.01,0.14,0.07,0.51,-0.15,8639,다다10a00a
202211,오늘은여기,제주시,노형동,제주시내,한식,가정식,0.19,0.13,0,0,0.02,0.05,0,3373,다다05a00a
202211,갑뽕,제주시,일도2동,제주시내,중식,중식,0.44,0.78,0.02,0.08,0.06,0.39,0.12,815,다다10a02a
202211,토담골,제주시,이도2동,제주시내,한식,가정식,0.91,0.64,0,0,0.07,0.27,-0.08,7070,다다11a00b
202211,카페 올디,제주시,이도2동,제주시내,카페,커피,0.04,0.13,0,0.01,0,0.07,0,3374,다다11b00b
202211,그냥호프,제주시,용담2동,제주시내,주점및주류판매,맥주/요리주점,0.24,0.13,0.03,0.09,0.05,0.13,-0.03,4980,다다07b02b
202211,제주금돼지식당,제주시,노형동,제주시내,고기,돼지고기,1.5,0.55,0.07,0.16,0.19,0.36,-0.14,8404,다나05b99a
202211,어영해녀촌원,제주시,용담2동,제주시내,한식,가정식,0,0,0.18,0.33,0.18,0.28,0.04,2151,다다07b01b
202211,돈앤삼겹삼도점,제주시,삼도1동,제주시내,고기,돼지고기,3.31,2.3,0.03,0.09,0.29,1.03,-0.29,10235,다다08b01b
202211,제주돈대패삼겹살,제주시,삼양동,제주시내,고기,돼지고기,0.98,0.81,0.06,0.19,0.14,0.49,-0.32,10389,다다14b03b
202211,진군길40,제주시,노형동,제주시내,한식,단품요리 전문,0.42,0.26,0,0,0.03,0.11,0.02,2683,다나05a98b
202211,서울불고기,서귀포시,동홍동,서귀포시내,한식,단품요리 전문,0.64,0.78,0.03,0.19,0.08,0.48,-0.05,5876,다나13b73b
202211,공차제주시청점,제주시,이도2동,제주시내,카페,커피,1.24,4.39,0.01,0.36,0.11,2.12,-0.73,11747,다다09b01a
202211,금순이네,제주시,노형동,제주시내,한식,가정식,0.17,0.1,0.01,0.01,0.02,0.05,0.03,2338,다나04a99b
202211,맘스터치삼화점,제주시,화북동,제주시내,피자.치킨.햄버거,햄버거,0.48,1,0,0.03,0.04,0.44,-0.12,7952,다다14a03a
202211,시청뒤에서,서귀포시,서홍동,서귀포시내,베이커리.디저트,베이커리,0.31,1.61,0,0.03,0.03,0.69,-0.32,10390,다나12a74a
202211,로화룡양꼬치,제주시,이도2동,제주시내,한식,가정식,4.7,2.01,0.03,0.06,0.41,0.88,-0.02,4800,다다11a01b
202211,79대포 제주시청점,제주시,이도2동,제주시내,주점,주류,0.67,0.33,0.02,0.11,0.08,0.23,-0.23,9704,다다09b01a
202211,치맥집,제주시,삼도1동,제주시내,한식,가정식,1.77,1.19,0.03,0.13,0.17,0.6,0.01,2932,다다08b01a
202211,디저트카페프룻,제주시,노형동,제주시내,카페,커피,0.53,1.13,0.01,0.19,0.05,0.63,-0.15,8640,다나04a99a
202211,잇츠오케이크(It's o cake),제주시,노형동,제주시내,한식,단품요리 전문,0.09,0.33,0,0.01,0.01,0.15,0.02,2550,다나04a99a
202211,불타는여고24시떡볶이도남점,제주시,이도2동,제주시내,분식,분식,0.29,0.45,0,0.01,0.02,0.2,-0.03,4981,다다09a00b
202211,삼치회사랑,제주시,이도2동,제주시내,한식,가정식,1.05,0.42,0.05,0.11,0.13,0.27,-0.07,6654,다다09b00b
202211,식도원,제주시,이도2동,제주시내,한식,단품요리 전문,0.41,1.13,0.01,0.24,0.05,0.67,-0.35,10596,다다11a01a
202211,제주고기국수만세국수,제주시,오라동,제주시내,한식,면류,6.39,13.29,0.34,2.25,0.85,7.39,-1.68,12332,다다08b00b
202211,시카고앤비비큐외도점,제주시,외도동,제주시내,피자.치킨.햄버거,치킨,0.49,0.55,0.02,0.09,0.06,0.31,-0.15,8582,다다01a00b
202211,삼해횟집,제주시,외도동,제주시내,일식.회,회,2.39,0.9,0.24,0.16,0.42,0.51,-0.51,11244,다나00a99b
202211,예서갈비,제주시,아라동,제주시내,고기,갈비,1.52,0.55,0,0.01,0.13,0.24,-0.01,3903,다나11b98b
202211,럭키라운지펌,제주시,이도2동,제주시내,양식,양식,1.3,0.52,0.03,0.05,0.14,0.25,0.26,274,다다09b01a
202211,피스풀제주,제주시,노형동,제주시내,한식,단품요리 전문,0.05,0.29,0,0.05,0.01,0.16,-0.07,6655,다나05a98b
202211,해마루,제주시,일도2동,제주시내,한식,단품요리 전문,0.32,0.19,0,0,0.03,0.08,-0.06,6278,다다11a02a
202211,김밥명가노형점,제주시,노형동,제주시내,분식,분식,0.62,1.61,0.01,0.17,0.06,0.81,-0.27,10017,다나05a99b
202211,제주 봄,서귀포시,영천동,서귀포시내,한식,단품요리 전문,0.13,0.13,0.04,0.29,0.05,0.29,0.07,1321,다나14b73b
202211,흑돈퍼주는집,서귀포시,대천동,서귀포시내,고기,돼지고기,0.08,0.03,0.28,0.41,0.27,0.36,0.02,2551,다나04b72a
202211,제주돌하르방밀면,서귀포시,중문동,서귀포시내,한식,면류,0.02,0.03,0.12,0.61,0.12,0.53,-0.12,8160,다나00a73b
202211,황금손가락,제주시,노형동,제주시내,일식.회,일식,8.08,5.36,0.2,0.77,0.85,2.87,-0.29,10236,다나05b95b
202211,어멍네집밥집,제주시,오라동,제주시내,한식,단품요리 전문,0.47,1.71,0,0,0.04,0.71,0.25,294,다다08b00b
202211,탁탁,제주시,이도2동,제주시내,한식,가정식,0.89,0.45,0,0,0.07,0.19,0.05,1808,다다10a01a
202211,앤티앤스프레즐제주서귀포점,서귀포시,중앙동,서귀포시내,베이커리.디저트,베이커리,0.39,1.16,0.04,0.91,0.08,1.25,-0.12,8164,다나13a73a
202211,카페봄봄 서귀중앙점,서귀포시,천지동,서귀포시내,카페,커피,0.41,2.75,0.01,0.46,0.04,1.52,-0.2,9306,다나12b73b
202211,1950김프로,서귀포시,서홍동,서귀포시내,한식,가정식,1.5,0.55,0.01,0.01,0.13,0.24,0.1,954,다나12a74b
202211,이솔라,제주시,삼양동,제주시내,양식,양식,0.01,0.07,0.02,0.14,0.02,0.15,0.03,2339,다다14b04a
202211,꼬치캠퍼스,제주시,일도2동,제주시내,주점및주류판매,꼬치구이,0.23,0.26,0,0.01,0.02,0.12,-0.02,4487,다다10b02a
202211,카페허그,제주시,삼도2동,제주시내,카페,커피,0.04,0.23,0.01,0.13,0.01,0.2,0.02,2821,다다09a02b
202211,옛골,제주시,이도2동,제주시내,한식,가정식,2.29,1.36,0.02,0.09,0.21,0.64,-0.07,6844,다다09b01a
202211,와플대학 제주시청 캠퍼스,제주시,이도2동,제주시내,카페,커피,0.96,3.81,0.02,0.51,0.1,2,-2,12405,다다09b01a
202211,꼬치의품격,제주시,노형동,제주시내,주점및주류판매,꼬치구이,0.34,0.23,0.03,0.11,0.06,0.19,-0.04,5682,다나05a99b
202211,맥주창고,제주시,이도2동,제주시내,주점및주류판매,맥주/요리주점,2.79,1.39,0.02,0.01,0.24,0.59,-0.13,8189,다다09b00b
202211,삼미횟집,제주시,도두동,제주시내,일식.회,회,2.28,0.48,1.5,1.75,1.64,1.68,-0.01,4243,다다03b01b
202211,옛날장터,제주시,이도2동,제주시내,한식,가정식,0.23,0.1,0,0.01,0.02,0.05,-0.01,4190,다다09b01a
202211,SM아이스크림할인점,제주시,이도1동,제주시내,베이커리.디저트,아이스크림/빙수,0.56,2.36,0,0.13,0.05,1.08,-0.27,10018,다다09b01b
202211,제주국담,제주시,연동,제주시내,한식,가정식,0.33,0.33,0.16,0.81,0.18,0.81,-0.01,4244,다다06b00a
202211,손심엉,제주시,아라동,제주시내,한식,가정식,0.81,1.36,0,0.03,0.07,0.59,-0.07,6564,다다11a00a
202211,칠프로칠백식당 아라직영점,제주시,아라동,제주시내,고기,소고기,1.11,0.23,0.04,0.06,0.12,0.15,-0.15,8583,다나11a98a
202211,동진식당공항점,제주시,용담2동,제주시내,한식,가정식,0.55,0.87,0.07,0.49,0.12,0.77,0.11,906,다다07b02a
202211,한라산쑥찐빵,제주시,이도2동,제주시내,베이커리.디저트,베이커리,2.39,3.52,0.1,0.63,0.29,1.99,-0.31,10366,다다11b00b
202211,이레밥상,제주시,일도1동,제주시내,한식,가정식,0.55,0.81,0.01,0.06,0.05,0.39,-0.13,8209,다다09a02b
202211,연태만,제주시,이도1동,제주시내,한식,가정식,3.12,3.07,0.09,0.38,0.34,1.59,-0.36,10664,다다09a02a
202211,던킨제주화북점,제주시,화북동,제주시내,베이커리.디저트,도너츠,0.58,1.68,0,0.06,0.05,0.75,-0.13,8210,다다13a03a
202211,작은카페,제주시,일도1동,제주시내,카페,커피,0.01,0.13,0,0.01,0,0.07,0.28,246,다다09b02b
202211,보목동마을회,서귀포시,송산동,서귀포시내,한식,단품요리 전문,0.9,3.17,0.05,1.13,0.12,2.27,-0.19,9162,다나15b72a
202211,성원복집,서귀포시,대륜동,서귀포시내,한식,가정식,0.39,0.33,0.01,0.09,0.04,0.21,-0.11,7704,다나07b73b
202211,이조삼계탕,서귀포시,영천동,서귀포시내,고기,삼계탕,2.35,1.58,0.02,0.09,0.21,0.73,-0.29,10202,다나15a75b
202211,페리카나양념통닭동문분점,서귀포시,중앙동,서귀포시내,피자.치킨.햄버거,치킨,0.17,0.26,0.01,0.09,0.02,0.19,-0.01,4245,다나12b73b
202211,한일식당,서귀포시,중앙동,서귀포시내,한식,가정식,0.2,0.19,0.03,0.05,0.04,0.12,-0.06,6279,다나12b73b
202211,웰빙식당,서귀포시,중앙동,서귀포시내,한식,가정식,0.04,0.03,0.15,0.54,0.15,0.47,-0.47,11108,다나12b73a
202211,메로식당,서귀포시,중앙동,서귀포시내,한식,가정식,0.33,0.07,0.01,0.06,0.04,0.08,-0.03,4982,다나12b73b
202211,쇠소깍돼지갈비,서귀포시,효돈동,서귀포시내,고기,갈비,0.65,0.55,0.02,0.09,0.07,0.31,-0.05,5877,다나17b75a
202211,본가 제주아라점,제주시,아라동,제주시내,고기,소고기,3.58,1.61,0.06,0.21,0.35,0.84,-0.84,11870,다나11a99b
202211,삼바리회센타,제주시,이도2동,제주시내,일식.회,회,3.51,0.71,0.1,0.08,0.39,0.36,-0.14,8405,다다09b01a
202211,배스킨라빈스 서귀포혁신,서귀포시,대천동,서귀포시내,카페,커피,1.55,5.36,0.07,1.36,0.2,3.36,-3.36,12547,다나07a73b
202211,까불래기,서귀포시,송산동,서귀포시내,한식,단품요리 전문,0.12,0.23,0,0,0.01,0.09,0.38,146,다나16a72b
202211,두가시의 부엌,서귀포시,대천동,서귀포시내,한식,가정식,0,0,0.15,0.49,0.15,0.41,0.06,1529,다나05b71b
202211,하찌,서귀포시,대륜동,서귀포시내,일식.회,일식,0.31,0.03,0.43,0.21,0.44,0.19,0.1,1003,다나10a73a
202211,11시11분,서귀포시,서홍동,서귀포시내,양식,양식,1.02,0.74,0.04,0.17,0.12,0.45,-0.14,8440,다나12a74a
202211,인생극장,제주시,일도2동,제주시내,한식,단품요리 전문,2.29,0.84,0.04,0.05,0.22,0.39,-0.01,4246,다다10b01b
202211,스탠스커피,제주시,이도2동,제주시내,카페,커피,0.22,1,0,0.08,0.02,0.48,-0.05,5878,다다10a00b
202211,제주와인샵동네,제주시,연동,제주시내,주점및주류판매,주류,1.18,0.61,0.02,0.13,0.11,0.36,-0.02,4459,다나06a99a
202211,제주인양,제주시,이도1동,제주시내,한식,단품요리 전문,4.07,0.94,0.04,0.06,0.37,0.44,0,3375,다다09b01b
202211,해수육장,제주시,이도2동,제주시내,한식,가정식,6.21,3.13,0.09,0.33,0.6,1.57,-0.3,10283,다다10a01a
202211,미쁨김밥,제주시,삼양동,제주시내,분식,분식,0.57,2.01,0.01,0.13,0.05,0.93,0.17,521,다다15a02b
202211,민박사봉평막국수,제주시,삼양동,제주시내,한식,면류,0.79,1.04,0.01,0.09,0.07,0.51,0.22,364,다다15a03b
202211,커피프린스,제주시,이도1동,제주시내,카페,커피,0.01,0.03,0,0,0,0.01,0.03,2340,다다09b01a
202211,크라운호프 제주시청점,제주시,이도2동,제주시내,주점,주류,0.93,0.71,0.01,0.03,0.08,0.32,-0.32,10400,다다09b01a
202211,나도가수다,제주시,도두동,제주시내,양식,양식,0.09,0.03,0.22,0.19,0.22,0.17,-0.05,6154,다다04a02a
202211,전의좋아,제주시,노형동,제주시내,한식,단품요리 전문,0.76,0.23,0,0,0.06,0.09,-0.06,6280,다나04a99a
202211,펠롱,제주시,이도2동,제주시내,한식,단품요리 전문,0.1,0.39,0,0.01,0.01,0.17,-0.1,7557,다다09b00b
202211,김밥천국외도해운본점,제주시,외도동,제주시내,분식,분식,0.95,2.75,0.02,0.29,0.09,1.37,-0.19,9301,다다00b00a
202211,처갓집양념치킨 노형점,제주시,노형동,제주시내,피자.치킨.햄버거,치킨,0.35,0.42,0,0.01,0.03,0.19,-0.03,4983,다다04b00a
202211,향나무집,제주시,이도2동,제주시내,한식,가정식,0.52,0.42,0.01,0.08,0.06,0.24,0.03,2220,다다10a00b
202211,노형탑부평,제주시,노형동,제주시내,한식,가정식,0.93,0.36,0.01,0.05,0.09,0.19,-0.02,4488,다나04a99b
202211,송이축산정육식당,제주시,일도2동,제주시내,고기,고기,1.95,0.68,0.03,0.06,0.19,0.33,-0.09,7389,다다10a02a
202211,돼지몰이촌,제주시,일도1동,제주시내,고기,돼지고기,0.58,0.19,0.02,0.06,0.07,0.13,0,3376,다다10a02b
202211,카페띠아모 서귀포동홍점,서귀포시,동홍동,서귀포시내,카페,커피,0.94,2.75,0.01,0.27,0.09,1.36,-1.36,12230,다나13b74a
202211,얼큰이공주칼국수,서귀포시,대륜동,서귀포시내,한식,면류,0.84,1.07,0.04,0.35,0.1,0.73,-0.39,10772,다나08b74a
202211,고사리식당,서귀포시,중문동,서귀포시내,한식,가정식,0.05,0.16,0,0,0,0.07,-0.02,4682,나나99b73b
202211,카페109,제주시,노형동,제주시내,카페,커피,0.64,1.94,0.01,0.17,0.06,0.95,-0.39,10768,다다04b00a
202211,회장님댁 제주시청점,제주시,이도2동,제주시내,한식,단품요리 전문,0.56,0.33,0.04,0.13,0.08,0.24,0.05,1809,다다09b01a
202211,산방산,제주시,연동,제주시내,한식,가정식,3.64,1.33,0.09,0.19,0.38,0.71,-0.24,9763,다나06a99b
202211,두마리찜닭두찜제주아라점,제주시,아라동,제주시내,피자.치킨.햄버거,치킨,0.44,0.42,0,0.03,0.04,0.2,-0.03,4984,다나11a98a
202211,좋은아저씨,제주시,외도동,제주시내,한식,단품요리 전문,0.25,0.23,0,0,0.02,0.09,0.01,2933,다다00b00a
202211,신의한근,제주시,삼양동,제주시내,한식,가정식,1.26,0.29,0.08,0.14,0.18,0.24,-0.11,7705,다다15b04a
202211,양주고을부대째개,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,1.27,1.45,0.01,0.06,0.11,0.65,-0.09,7194,다나12b73b
202211,동언식당,서귀포시,천지동,서귀포시내,한식,가정식,0.09,0.19,0,0.03,0.01,0.11,-0.06,6281,다나12a73a
202211,갑순이네,서귀포시,중문동,서귀포시내,한식,가정식,0.37,0.23,0.06,0.27,0.09,0.32,-0.04,5423,나나99b73b
202211,인화닭집,제주시,일도2동,제주시내,피자.치킨.햄버거,치킨,0.2,0.29,0,0,0.02,0.12,-0.06,6282,다다10b02a
202211,레몬칸타타,제주시,이도2동,제주시내,한식,단품요리 전문,0.2,0.45,0,0.03,0.02,0.21,-0.08,6921,다나10a99b
202211,달콤다락,제주시,일도1동,제주시내,분식,분식,0.08,0.23,0.79,8.7,0.77,7.46,-0.09,7188,다다09b02b
202211,달쥬,서귀포시,대천동,서귀포시내,한식,단품요리 전문,0.88,0.61,0.01,0.06,0.08,0.31,0.03,2221,다나07a73b
202211,몬스테라 자구리점,서귀포시,송산동,서귀포시내,기타,기타세계요리,1.64,1.75,0.05,0.25,0.18,0.93,-0.93,11957,다나13a72b
202211,귤밭차림,서귀포시,중문동,서귀포시내,한식,가정식,0.25,0.29,0.02,0.08,0.04,0.19,-0.04,5683,다나00b73b
202211,커피와수다,제주시,삼도2동,제주시내,카페,커피,0.02,0.07,0.01,0.19,0.01,0.19,-0.11,7820,다다09a02b
202211,글러트니커피,제주시,이도2동,제주시내,카페,커피,1.51,4.07,0.03,0.51,0.15,2.11,-0.49,11183,다나10a99b
202211,오름참숯갈비,제주시,일도2동,제주시내,한식,가정식,0.88,0.36,0,0,0.07,0.15,-0.15,8584,다다11b01a
202211,청양양복점,제주시,이도2동,제주시내,한식,단품요리 전문,0.5,1.1,0.02,0.24,0.06,0.65,-0.3,10284,다다10b00a
202211,꽁양꽁양,제주시,아라동,제주시내,한식,가정식,0.64,1.16,0.06,0.68,0.11,1.05,-0.04,5774,다나12a95b
202211,명품치킨,제주시,아라동,제주시내,피자.치킨.햄버거,치킨,0.05,0.1,0.01,0.06,0.01,0.09,-0.09,7253,다나12a95b
202211,그레이베이스,제주시,도두동,제주시내,한식,단품요리 전문,0.35,0.74,0.14,1.5,0.16,1.57,0.08,1299,다다04a02a
202211,돈잇수다,제주시,연동,제주시내,고기,돼지고기,0.17,0.03,0.05,0.08,0.06,0.08,-0.07,6656,다나06a98b
202211,시로코,제주시,용담2동,제주시내,한식,단품요리 전문,0.58,1.3,0.08,0.93,0.13,1.32,-0.41,10915,다다07b03a
202211,딩동댕,제주시,이호동,제주시내,한식,단품요리 전문,0.08,0.07,0.03,0.13,0.03,0.13,0.03,2341,다다02a01a
202211,느영나영 혼듸모영 용담점,제주시,용담2동,제주시내,한식,가정식,0.94,0.71,0.02,0.13,0.1,0.4,-0.07,6657,다다08a02a
202211,서귀포농협하나로마트,서귀포시,영천동,서귀포시내,베이커리.디저트,베이커리,3.29,8.18,0.06,0.88,0.32,4.12,-0.37,10726,다나14a74a
